article_id,title,year,issue,volumn_page,pdf_url
14189,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14189
14190,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14190
14191,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14191
14192,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14192
14193,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14193
14194,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14194
14195,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14195
14196,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14196
14197,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14197
14198,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14198
14199,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14199
14200,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14200
14201,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14201
14202,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14202
14203,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14203
14204,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14204
14205,PDF（pc）,2025,405,https://www.gjkqyxzz.cn/CN/volumn/volumn_405.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14205
14172,PDF（pc）,2025,404,https://www.gjkqyxzz.cn/CN/volumn/volumn_404.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14172
14173,PDF（pc）,2025,404,https://www.gjkqyxzz.cn/CN/volumn/volumn_404.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14173
14174,PDF（pc）,2025,404,https://www.gjkqyxzz.cn/CN/volumn/volumn_404.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14174
14175,PDF（pc）,2025,404,https://www.gjkqyxzz.cn/CN/volumn/volumn_404.shtml,https://www.gjkqyxzz.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=14175
