article_id,title,year,issue,volumn_page,pdf_url,doi
10763,恶性疟原虫红内期p41-3基因的扩增及克隆,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10763,
10764,疟疾合并恙虫病二例报告,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10764,
10765,日本血吸虫成虫67kDa分子抗原的纯化及其对血吸虫病的诊断和疗效考核,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10765,
10766,109例儿童弓形虫感染者血清学标志模式与Toxo-DNA的对比分析,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10766,
10767,海南省55株霍乱弧菌药物敏感性研究,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10767,
10768,McAb共刺激PBLs细胞超微结构的变化和作用肝癌细胞时间的选择,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10768,
10769,健康教育方式在成人中推广乙肝疫苗接种的模式探讨,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10769,
10770,21世纪我国热带病形势与控制对策,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10770,
10771,台湾省的登革热防治,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10771,
10772,海南省消灭脊髓灰质炎成本-效益分析,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10772,
10773,山西省长治市农村实施结核病控制策略效果评估,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10773,
10774,常德市1997-1999年急性弛缓性麻痹病例流行病学分析,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10774,
10775,登革热数学模型及其应用研究（II）-利用数学模型评价不同措施对登革热的防治效应,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10775,
10776,有关弓形虫病诊断的思考,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10776,
10777,恙虫病60例误诊报告,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10777,
10778,膦甲酸钠治疗重症肝炎疗效观察,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10778,
10779,地塞米松和心得安并用治疗Graves'病甲亢的临床研究,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10779,
10780,686例痰阳肺结核病人短程直接督导化疗效果观察,2001,02,https://www.cntropmed.com/CN/Y2001/V1/I02,https://www.cntropmed.com/CN/PDF/10780,
