article_id,title,author,issue_url,pdf_url
10.34133/jbioxresearch.0043,"Bubin Guides the Integrity of the Chromosome Passenger Complex for Accurate Chromosome
                     Segregation","Zhikai Wang,Lijuan Zhu,Yihan Yao,Aoqin Xu,Xu Liu,McKay Mullen,Chuanhai Fu,Xing Liu,Xuebiao Yao",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0043?download=true
10.34133/jbioxresearch.0045,"Zingerone-Encapsulated Nanoethosomes for Transdermal Delivery: Factorial Design-Assisted
                     Optimization and Evaluation for Systemic Drug Delivery","Mohd Hussain,Abdul Hafeez,Shom Prakash Kushwaha",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0045?download=true
10.34133/jbioxresearch.0036,"Construction of a Tertiary Lymphoid Structure Gene Signature in Gastric Cancer and
                     Its Predictive Value for the Tumor Microenvironment and Immunotherapy","Yunqi Hua,Xiaoling Tian,Yanhong Liu,Yuqian Gao,Fangrui Yin",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0036?download=true
10.34133/jbioxresearch.0044,Unraveling the Therapeutic Enigma of Liposomes in Ocular Drug Delivery,"Sandip Karmakar,Sreejan Manna,Tamal Jana,Sougata Jana,Gouranga Nandi",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0044?download=true
10.34133/jbioxresearch.0042,"Overview and Applications of Nanocarrier-Based Drug Delivery for Alleviating Alzheimer’s
                     Disease","Sara Khan,Md. Faheem Haider,Nazish Naseem",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0042?download=true
10.34133/jbioxresearch.0040,Current Strategies for Addressing Antibiotic Resistance: A Comprehensive Review,"Rishav Maji,Sailee Chowdhury,Koyel Kar,Kamalika Mazumder",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0040?download=true
10.34133/jbioxresearch.0041,"Artificial Intelligence in Virtual Screening: Transforming Drug Research and Discovery—A
                     Review","Sayantani Roy,Karuppiah Nagaraj,Amit Mittal,Flora C. Shah,Kaliyaperumal Raja",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0041?download=true
10.34133/jbioxresearch.0046,"Genomic Sequencing: Techniques, Advancements, and the Path Ahead","Mohsina Patwekar,Faheem Patwekar,A Venkata Badarinath,Abdul Ajeed Mohathasim Billah,Vamseekrishna Gorijavolu,Karthickeyan Krishnan,Palani Shanmugasundaram,P. Dharani Prasad,A. A. Kazi",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0046?download=true
10.34133/jbioxresearch.0051,Research Progress in Sunlight Therapy for Chronic Kidney Disease,"Wenyue Ma,Zhou Long,Yinghong Li,Jiaxin Deng,Jun Zhu,Honghui Wang",https://mednexus.org/toc/biox/08/03,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0051?download=true
10.34133/jbioxresearch.0033,"Formulation, Development, and Evaluation of Novel Intranasal Drug Delivery Containing
                     Sertraline Hydrochloride","Dhanashree S. Jarande,Vishwas C. Bhagat,Pravin B. Awate,Deepak P. Kardile,Rajkumar V. Shete",https://mednexus.org/toc/biox/08/02,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0033?download=true
10.34133/jbioxresearch.0038,"Functional and Structural Consequences of Single-Nucleotide Polymorphisms in the NPM1
                     Gene Associated with Acute Myeloid Leukemia: Insights from a Comprehensive Bioinformatics
                     Approach","Tamosree Sikder,Mijan Mia,Nazmul Rahman Chowdhury,Md. Emdadul Islam",https://mednexus.org/toc/biox/08/02,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0038?download=true
10.34133/jbioxresearch.0039,"Integration of Smart Technologies and Data Mining Tools for the Customization of Film-Forming
                     Sprays Containing the Epigallocatechin-3-Gallate:Dexolve Complex","Hardik Rana,Yash Patel,Vaishali Thakkar,Tejal Gandhi",https://mednexus.org/toc/biox/08/02,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0039?download=true
10.34133/jbioxresearch.0034,"An Updated Comprehensive Review of the Dengue Vaccine: Development, Mechanism, Efficacy,
                     and Safety","Manoj Ramesh Kumbhare,Siddhi M. Chandak,Aishwarya Balasaheb Dukare,Vaibhavi Vijay Kshatriya,Sakshi S. Velhal",https://mednexus.org/toc/biox/08/02,https://mednexus.org/doi/pdf/10.34133/jbioxresearch.0034?download=true
