article_id,title,year,issue,volumn_page,pdf_url
d566058e-88d8-45fa-9da4-8c8909d31308,"某自来水厂水源水有机提取物的雌激素样活性研究王春,陈刚,李晓东,江俊康,姜启玉,丁绍红,彭永芳2010, 27(1): 1-5.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=d566058e-88d8-45fa-9da4-8c8909d31308
7ddfa89c-d2fb-457d-823e-6d270e0d80a4,"美国CDC发布人类环境化学物接触水平的研究报告(一)徐甫,刘萍,邬春华,周志俊2010, 27(1): 5-6.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=7ddfa89c-d2fb-457d-823e-6d270e0d80a4
dc23c4f0-1380-4613-b725-ac90e2c6388f,"江苏省某县医院急性农药中毒住院病例特征分析张平,李锋,谷庆,赵江霞,常秀丽,吴庆,周志俊2010, 27(1): 7-10.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=dc23c4f0-1380-4613-b725-ac90e2c6388f
36552145-0d24-46fa-bd11-7850270baecb,"纳米二氧化钛颗粒诱导人肺Ⅱ型上皮细胞活性氧的研究应贤平,孙宇立,袁准,赵鹏,田芳,仲伟鉴,项翠琴2010, 27(1): 11-14.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=36552145-0d24-46fa-bd11-7850270baecb
d172ea32-37d6-494a-bba8-cad87b41542d,"氯化铝致原代培养小鼠神经细胞毒性作用及对mGluR3表达的影响杨焱,张勤丽,郭卫力,吉秀亮,潘宝龙,牛侨2010, 27(1): 14-16.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=d172ea32-37d6-494a-bba8-cad87b41542d
7cfc0f97-a909-4c07-a889-8012e649c1e5,"气管滴注大气细颗粒物及硫酸镍对大鼠凝血功能影响的比较邓芙蓉,郭新彪,夏萍萍,刘红2010, 27(1): 17-20.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=7cfc0f97-a909-4c07-a889-8012e649c1e5
67771427-da3a-4896-b049-d121ba1e9421,"上海市普陀区1 277名居民食物摄入频率及其影响因素吴春香,马建红,陈科2010, 27(1): 21-23.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=67771427-da3a-4896-b049-d121ba1e9421
83c64a16-c23f-45bf-959b-a6a9c32259a9,"活性氧在p,p'-DDE诱导大鼠睾丸支持细胞凋亡中的作用宋杨,石玉琴,程晋,关霞,王玉萍,杨克敌2010, 27(1): 24-27.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=83c64a16-c23f-45bf-959b-a6a9c32259a9
ddd473ac-6e4f-4437-b6cd-abe42ff9386b,"患有氯痤疮的三氯苯酚和五氯苯酚接触工人血清二恶英和呋喃的水平BURNS Carol J,COLLINS James J,BODNER Kenneth,BUDINSKY Robert A,WILKEN Michael,LAMPARSKI Les L,CARSON Michael L2010, 27(1): 27-30.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=ddd473ac-6e4f-4437-b6cd-abe42ff9386b
e43ef6c4-c250-408e-906c-c4d011d08078,"锌或铜诱导肝脏金属硫蛋白结合锌镉比值与铜镉比值的研究梁艺怀,金泰廙2010, 27(1): 31-33.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=e43ef6c4-c250-408e-906c-c4d011d08078
5a9acfa9-0089-4cc8-91ec-ef84976f3d3f,"污灌土壤中有机污染物对小鼠肝肾组织的氧化损伤高红霞,刘英莉,阎红,常玉荣2010, 27(1): 34-35.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=5a9acfa9-0089-4cc8-91ec-ef84976f3d3f
16553038-e007-47c0-b731-dc98c8423695,"水母雪莲对运动性疲劳小鼠免疫功能的影响王沛,漆澜涛,杨新华,王红,白芬兰,李金生,耿进霞2010, 27(1): 36-38.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=16553038-e007-47c0-b731-dc98c8423695
aa0733de-45e6-44fa-a458-5e9a6624069b,"中青年脑力与体力劳动职业女性身体素质的比较朱琳,戴霞2010, 27(1): 38-40.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=aa0733de-45e6-44fa-a458-5e9a6624069b
c0a3ab4f-3214-488f-a4de-b11c71a1d5d7,"工作场所空气中铅测定质量控制的方法探讨杨凤华,张鹏2010, 27(1): 41-43.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=c0a3ab4f-3214-488f-a4de-b11c71a1d5d7
8dca733f-46b3-4bb8-98a3-27b3d726c288,"江苏省生产、使用化学品企业职业病防治状况调查白莹,朱宝立,王建锋,张恒东2010, 27(1): 44-45.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=8dca733f-46b3-4bb8-98a3-27b3d726c288
479ef36a-4746-4776-9df6-7bed9d39e943,"某钢铁企业高温作业工人生存质量及其影响因素分析张萍,郑金平,孙建娅,李瑞芳2010, 27(1): 46-48.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=479ef36a-4746-4776-9df6-7bed9d39e943
3527cd7b-2d35-42ba-93cb-db6c38729254,"上海市职业卫生监督管理模式探讨周艳琴,朱素蓉,陈春晖,王强毅2010, 27(1): 49-51.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=3527cd7b-2d35-42ba-93cb-db6c38729254
e051011f-0dc4-4b2d-938c-253986e8c426,"烟草与认知功能关系的研究进展李伟霞,郑频频,傅华2010, 27(1): 52-55.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=e051011f-0dc4-4b2d-938c-253986e8c426
715c9efb-12c9-48b3-97cc-c99220492d8b,"我国室内苯及苯系污染物危害与防制现状贾如升2010, 27(1): 56-57.阅读",2010,1,https://www.jeom.org/cn/article/2010/1,https://www.jeom.org/article/exportPdf?id=715c9efb-12c9-48b3-97cc-c99220492d8b
