article_id,title,year,issue,volumn_page,pdf_url,doi
1680,南京的鬼笔菌,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1680,
1681,武夷山白粉菌的新属新种,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1681,
1682,油杉叶锈研究,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1682,
1683,中国疱脐衣属的新种与新资料,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1683,
1684,昆明地区金龟虫霉的鉴定和流行,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1684,
1685,产黄青霉菌丝联合及病毒传递,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1685,
1686,疫霉蛋白质的聚丙烯酰胺凝胶盘状电泳,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1686,
1687,真菌学的二百五十年*,1982,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1687,
405,青霉属的一个新种,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/405,
1449,银耳属的两个新种,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1449,
1688,中国菊科植物上拟盘梗霉属的新种和新组合*,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1688,
1689,我国鼎湖山的担子菌类I．多孔菌科的种*,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1689,
1691,中国短胖孢菌,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1691,
1692,油橄榄孔雀斑病病原菌的鉴定,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1692,
1693,竹红菌光敏作用的初步探讨*,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1693,
1694,银耳孢子多糖的分离和分析,1982,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1982/V1/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1694,
1599,我国部分造林树种外生菌根真菌的初步调查研究*,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1599,
1695,白锈菌一新种,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1695,
1696,中国锈菌新种,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1696,
1697,云南牛肝菌属分组初探及两新种,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1697,
1698,中国干酪菌属的新种,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1698,
1699,我国鼎湖山微皮伞属的分类研究,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1699,
1700,红边绿菇及其近似种的比较研究,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1700,
1701,粘菌一新种——无节筛菌,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1701,
1702,酵母各属间颜色反应、尿素酶活性和发酵力的比较,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1702,
1703,康氏木霉纤维素酶系中Cx酶多分子型的分离纯化及某些性质,1983,1,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I1,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1703,
252,纪念戴芳澜教授诞辰九十周年,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/252,
253,II．戴芳澜教授主要著作目录,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/253,
254,III．纪念文章,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/254,
261,回忆戴先生,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/261,
262,中国单轴霉分类的研究*I．寄生在唇形科和苋科植物上的新种,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/262,
1454,忆戴观亭师二、三事,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1454,
1506,深切怀念我的老师——戴芳澜教授,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1506,
1507,布雷费尔德对真菌的进化观点在真菌分类中所起的影响*,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1507,
1641,忆戴芳澜老师,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1641,
1704,中国叉丝壳属分类研究V．忍冬科上的新种和已知种,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1704,
1705,伞菌孢子的扫描电镜研究*,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1705,
1706,产黄青霉d8RNA病毒通过原生质体融合的转移,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1706,
1707,酿酒酵母和产朊假丝酵母原生质体的形成、再生及属间融合,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1707,
1708,特异腐质霉纤维素酶的研究,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1708,
1709,影响深红酵母和白地霉产生胞外蛋白和多肽的因素,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1709,
1710,真菌和氮素在食物链中与胃癌病因关系的探讨,1983,2,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I2,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1710,
1711,浙北几种园林观赏植物白粉菌及其两个新种,1983,3,https://manu40.magtech.com.cn/Jwxb/CN/Y1983/V2/I3,https://manu40.magtech.com.cn/Jwxb/CN/PDF/1711,
