article_id,title,year,issue,volumn_page,pdf_url,doi
040101,急性下肢深静脉血栓形成的 诊治,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040101?st=article_issue,
040102,急性下肢深静脉血栓的手术治疗,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040102?st=article_issue,
040104,超声消融治疗下肢深静脉血栓形成及术后并发腹股沟部淋巴瘘原因探讨,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040104?st=article_issue,
040105,静脉腔内激光术治疗下肢静脉曲张的临床研究,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040105?st=article_issue,
040106,静脉吸毒致假性动脉瘤伴感染的诊治,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040106?st=article_issue,
050103,下腔静脉滤器植入、溶栓、手术治疗下肢深静脉血栓形成,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/050103?st=article_issue,
040107,吻合口假性动脉瘤的手术治疗,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040107?st=article_issue,
040108,下肢动脉闭塞症治疗的选择,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040108?st=article_issue,
040109,细胞凋亡在原发性下肢深静脉功能不全的大隐静脉曲张发病中的作用,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040109?st=article_issue,
040110,p38 MAPK在自体移植静脉中的表达及其意义,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040110?st=article_issue,
040111,Dosper和Lipofectamine转染特点的比较,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040111?st=article_issue,
040112,间接门静脉造影对诊治肝前型门静脉高压症的意义,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040112?st=article_issue,
040113,食管曲张静脉破裂大出血患者出血停止后的近期手术治疗：附52例报告,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040113?st=article_issue,
040114,全胃切除消化道重建方式的探讨,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040114?st=article_issue,
040115,动脉粥样硬化闭塞性疾病的基因治疗,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040115?st=article_issue,
040116,血液中血管内皮生长因子和肿瘤的研究进展,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040116?st=article_issue,
040117,肝硬化门静脉高压症合并胆石症34例外科治疗体会,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040117?st=article_issue,
040118,胆石病合并门静脉高压症的外科治疗体会,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040118?st=article_issue,
040119,Her2/neu和MMP2在胰腺癌中的表达及其意义,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040119?st=article_issue,
040120,下肢深静脉瓣膜包窄术89例分析,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040120?st=article_issue,
040121,经皮透视性曲张静脉团刨削术10例报告,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040121?st=article_issue,
040122,门奇静脉断流加XF折叠缝合胃底术治疗门静脉高压症28例,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040122?st=article_issue,
040123,门静脉插管灌注抗生素治疗细菌性肝脓肿36例报告,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040123?st=article_issue,
040124,胆道术后胆漏处理的体会,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040124?st=article_issue,
040125,胰头十二指肠切除术后胰瘘的预防,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040125?st=article_issue,
040126,重度肝外伤18例手术治疗体会,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040126?st=article_issue,
040127,保脾术治疗小儿脾破裂,2004,1,http://www.zpwz.net/zgptwkzz/article/issue/2004_13_1,http://www.zpwz.net/zgptwkzz/article/pdf/040127?st=article_issue,
